"","offset","condition","response","vision","vibration","audio","signals","realism","cueInfo","cueInfoBasic"
"4705","400","2",1,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"4706","400","6",1,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"4707","300","2",1,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"4708","200","7",1,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"4709","300","0",1,"0","0","0",1,"unreal","unreal","unreal"
"4710","100","12",9,"1","0","1",2,"unreal","mix_realVision","mixed"
"4711","100","10",9,"1","1","0",2,"unreal","mix_realVision","mixed"
"4712","300","8",1,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"4713","400","11",2,"1","2","0",2,"real","real","real"
"4714","300","4",1,"0","1","1",3,"unreal","unreal","unreal"
"4715","100","5",9,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"4716","200","15",6,"1","0","2",2,"real","real","real"
"4717","100","9",9,"1","0","0",1,"real","real","real"
"4718","400","17",1,"1","2","2",3,"real","real","real"
"4719","200","16",3,"1","1","2",3,"unreal","mix_realVision","mixed"
"4720","0","5",9,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"4721","100","7",8,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"4722","200","5",8,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"4723","0","8",9,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"4724","400","1",1,"0","1","0",2,"unreal","unreal","unreal"
"4725","200","1",1,"0","1","0",2,"unreal","unreal","unreal"
"4726","0","15",9,"1","0","2",2,"real","real","real"
"4727","100","15",9,"1","0","2",2,"real","real","real"
"4728","400","0",1,"0","0","0",1,"unreal","unreal","unreal"
"4729","300","3",1,"0","0","1",2,"unreal","unreal","unreal"
"4730","300","12",1,"1","0","1",2,"unreal","mix_realVision","mixed"
"4731","0","0",9,"0","0","0",1,"unreal","unreal","unreal"
"4732","0","4",9,"0","1","1",3,"unreal","unreal","unreal"
"4733","400","4",1,"0","1","1",3,"unreal","unreal","unreal"
"4734","200","12",2,"1","0","1",2,"unreal","mix_realVision","mixed"
"4735","100","1",2,"0","1","0",2,"unreal","unreal","unreal"
"4736","200","3",1,"0","0","1",2,"unreal","unreal","unreal"
"4737","400","3",1,"0","0","1",2,"unreal","unreal","unreal"
"4738","300","17",1,"1","2","2",3,"real","real","real"
"4739","300","9",1,"1","0","0",1,"real","real","real"
"4740","300","5",2,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"4741","300","6",1,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"4742","100","16",9,"1","1","2",3,"unreal","mix_realVision","mixed"
"4743","400","10",5,"1","1","0",2,"unreal","mix_realVision","mixed"
"4744","0","13",9,"1","1","1",3,"unreal","mix_realVision","mixed"
"4745","200","4",4,"0","1","1",3,"unreal","unreal","unreal"
"4746","300","1",1,"0","1","0",2,"unreal","unreal","unreal"
"4747","0","10",9,"1","1","0",2,"unreal","mix_realVision","mixed"
"4748","200","2",2,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"4749","200","13",2,"1","1","1",3,"unreal","mix_realVision","mixed"
"4750","300","11",8,"1","2","0",2,"real","real","real"
"4751","100","0",9,"0","0","0",1,"unreal","unreal","unreal"
"4752","400","15",1,"1","0","2",2,"real","real","real"
"4753","300","13",1,"1","1","1",3,"unreal","mix_realVision","mixed"
"4754","300","7",1,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"4755","400","12",1,"1","0","1",2,"unreal","mix_realVision","mixed"
"4756","0","1",9,"0","1","0",2,"unreal","unreal","unreal"
"4757","0","9",9,"1","0","0",1,"real","real","real"
"4758","200","10",2,"1","1","0",2,"unreal","mix_realVision","mixed"
"4759","400","7",1,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"4760","200","17",2,"1","2","2",3,"real","real","real"
"4761","100","3",9,"0","0","1",2,"unreal","unreal","unreal"
"4762","0","2",9,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"4763","400","13",1,"1","1","1",3,"unreal","mix_realVision","mixed"
"4764","300","15",1,"1","0","2",2,"real","real","real"
"4765","100","11",9,"1","2","0",2,"real","real","real"
"4766","100","17",8,"1","2","2",3,"real","real","real"
"4767","100","2",8,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"4768","100","13",8,"1","1","1",3,"unreal","mix_realVision","mixed"
"4769","0","16",9,"1","1","2",3,"unreal","mix_realVision","mixed"
"4770","100","6",8,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"4771","400","5",1,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"4772","200","4",3,"0","1","1",3,"unreal","unreal","unreal"
"4773","300","5",1,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"4774","200","15",3,"1","0","2",2,"real","real","real"
"4775","400","2",1,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"4776","100","15",9,"1","0","2",2,"real","real","real"
"4777","400","15",4,"1","0","2",2,"real","real","real"
"4778","200","9",4,"1","0","0",1,"real","real","real"
"4779","300","8",1,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"4780","100","9",9,"1","0","0",1,"real","real","real"
"4781","300","13",2,"1","1","1",3,"unreal","mix_realVision","mixed"
"4782","100","10",9,"1","1","0",2,"unreal","mix_realVision","mixed"
"4783","300","2",1,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"4784","100","3",9,"0","0","1",2,"unreal","unreal","unreal"
"4785","0","11",9,"1","2","0",2,"real","real","real"
"4786","400","1",1,"0","1","0",2,"unreal","unreal","unreal"
"4787","200","16",3,"1","1","2",3,"unreal","mix_realVision","mixed"
"4788","100","16",3,"1","1","2",3,"unreal","mix_realVision","mixed"
"4789","100","7",3,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"4790","300","1",1,"0","1","0",2,"unreal","unreal","unreal"
"4791","400","3",1,"0","0","1",2,"unreal","unreal","unreal"
"4792","200","3",1,"0","0","1",2,"unreal","unreal","unreal"
"4793","400","6",1,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"4794","400","11",1,"1","2","0",2,"real","real","real"
"4795","100","13",7,"1","1","1",3,"unreal","mix_realVision","mixed"
"4796","200","13",7,"1","1","1",3,"unreal","mix_realVision","mixed"
"4797","300","14",3,"1","2","1",3,"unreal","mix_realVision","mixed"
"4798","400","10",1,"1","1","0",2,"unreal","mix_realVision","mixed"
"4799","0","12",9,"1","0","1",2,"unreal","mix_realVision","mixed"
"4800","300","4",1,"0","1","1",3,"unreal","unreal","unreal"
"4801","0","14",9,"1","2","1",3,"unreal","mix_realVision","mixed"
"4802","0","1",9,"0","1","0",2,"unreal","unreal","unreal"
"4803","300","3",1,"0","0","1",2,"unreal","unreal","unreal"
"4804","0","5",9,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"4805","100","1",8,"0","1","0",2,"unreal","unreal","unreal"
"4806","400","4",1,"0","1","1",3,"unreal","unreal","unreal"
"4807","400","7",1,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"4808","100","14",9,"1","2","1",3,"unreal","mix_realVision","mixed"
"4809","300","17",1,"1","2","2",3,"real","real","real"
"4810","0","8",9,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"4811","300","6",1,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"4812","100","17",9,"1","2","2",3,"real","real","real"
"4813","0","17",9,"1","2","2",3,"real","real","real"
"4814","0","7",9,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"4815","200","12",7,"1","0","1",2,"unreal","mix_realVision","mixed"
"4816","300","10",7,"1","1","0",2,"unreal","mix_realVision","mixed"
"4817","0","4",9,"0","1","1",3,"unreal","unreal","unreal"
"4818","0","6",9,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"4819","300","12",2,"1","0","1",2,"unreal","mix_realVision","mixed"
"4820","200","2",1,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"4821","200","10",3,"1","1","0",2,"unreal","mix_realVision","mixed"
"4822","100","0",9,"0","0","0",1,"unreal","unreal","unreal"
"4823","200","17",8,"1","2","2",3,"real","real","real"
"4824","100","5",9,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"4825","400","16",7,"1","1","2",3,"unreal","mix_realVision","mixed"
"4826","0","2",9,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"4827","400","13",1,"1","1","1",3,"unreal","mix_realVision","mixed"
"4828","200","5",1,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"4829","300","15",1,"1","0","2",2,"real","real","real"
"4830","200","7",1,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"4831","200","11",2,"1","2","0",2,"real","real","real"
"4832","200","1",3,"0","1","0",2,"unreal","unreal","unreal"
"4833","200","0",1,"0","0","0",1,"unreal","unreal","unreal"
"4834","100","11",3,"1","2","0",2,"real","real","real"
"4835","100","4",3,"0","1","1",3,"unreal","unreal","unreal"
"4836","0","3",9,"0","0","1",2,"unreal","unreal","unreal"
"4837","200","14",1,"1","2","1",3,"unreal","mix_realVision","mixed"
"4838","0","15",9,"1","0","2",2,"real","real","real"
"4839","200","8",1,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"4840","400","9",1,"1","0","0",1,"real","real","real"
"4841","400","0",1,"0","0","0",1,"unreal","unreal","unreal"
"4842","400","12",1,"1","0","1",2,"unreal","mix_realVision","mixed"
"4843","100","12",2,"1","0","1",2,"unreal","mix_realVision","mixed"
"4844","0","16",2,"1","1","2",3,"unreal","mix_realVision","mixed"
"4845","300","9",1,"1","0","0",1,"real","real","real"
"4846","0","10",9,"1","1","0",2,"unreal","mix_realVision","mixed"
"4847","100","2",3,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"4848","300","0",1,"0","0","0",1,"unreal","unreal","unreal"
"4849","400","8",1,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"4850","300","7",1,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"4851","200","6",1,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"4852","400","14",1,"1","2","1",3,"unreal","mix_realVision","mixed"
"4853","300","16",5,"1","1","2",3,"unreal","mix_realVision","mixed"
"4854","0","9",9,"1","0","0",1,"real","real","real"
"4855","400","17",1,"1","2","2",3,"real","real","real"
"4856","100","8",8,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"4857","300","11",8,"1","2","0",2,"real","real","real"
"4858","100","6",8,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"4859","0","0",9,"0","0","0",1,"unreal","unreal","unreal"
"4860","0","13",9,"1","1","1",3,"unreal","mix_realVision","mixed"
"4861","200","14",7,"1","2","1",3,"unreal","mix_realVision","mixed"
"4862","300","15",1,"1","0","2",2,"real","real","real"
"4863","100","2",8,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"4864","100","17",8,"1","2","2",3,"real","real","real"
"4865","300","1",1,"0","1","0",2,"unreal","unreal","unreal"
"4866","400","4",1,"0","1","1",3,"unreal","unreal","unreal"
"4867","0","9",9,"1","0","0",1,"real","real","real"
"4868","300","7",1,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"4869","0","3",8,"0","0","1",2,"unreal","unreal","unreal"
"4870","100","10",9,"1","1","0",2,"unreal","mix_realVision","mixed"
"4871","100","11",9,"1","2","0",2,"real","real","real"
"4872","200","13",8,"1","1","1",3,"unreal","mix_realVision","mixed"
"4873","200","11",8,"1","2","0",2,"real","real","real"
"4874","200","4",3,"0","1","1",3,"unreal","unreal","unreal"
"4875","200","3",3,"0","0","1",2,"unreal","unreal","unreal"
"4876","400","12",1,"1","0","1",2,"unreal","mix_realVision","mixed"
"4877","0","11",9,"1","2","0",2,"real","real","real"
"4878","200","0",1,"0","0","0",1,"unreal","unreal","unreal"
"4879","200","15",2,"1","0","2",2,"real","real","real"
"4880","300","9",1,"1","0","0",1,"real","real","real"
"4881","0","17",9,"1","2","2",3,"real","real","real"
"4882","200","10",2,"1","1","0",2,"unreal","mix_realVision","mixed"
"4883","100","3",1,"0","0","1",2,"unreal","unreal","unreal"
"4884","0","0",7,"0","0","0",1,"unreal","unreal","unreal"
"4885","400","6",1,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"4886","400","15",1,"1","0","2",2,"real","real","real"
"4887","300","5",1,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"4888","0","16",9,"1","1","2",3,"unreal","mix_realVision","mixed"
"4889","100","0",7,"0","0","0",1,"unreal","unreal","unreal"
"4890","400","14",1,"1","2","1",3,"unreal","mix_realVision","mixed"
"4891","400","11",2,"1","2","0",2,"real","real","real"
"4892","300","0",1,"0","0","0",1,"unreal","unreal","unreal"
"4893","200","7",1,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"4894","0","10",9,"1","1","0",2,"unreal","mix_realVision","mixed"
"4895","300","2",1,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"4896","0","14",9,"1","2","1",3,"unreal","mix_realVision","mixed"
"4897","0","7",7,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"4898","400","10",1,"1","1","0",2,"unreal","mix_realVision","mixed"
"4899","200","16",7,"1","1","2",3,"unreal","mix_realVision","mixed"
"4900","0","1",8,"0","1","0",2,"unreal","unreal","unreal"
"4901","400","2",1,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"4902","100","12",8,"1","0","1",2,"unreal","mix_realVision","mixed"
"4903","300","12",7,"1","0","1",2,"unreal","mix_realVision","mixed"
"4904","400","0",1,"0","0","0",1,"unreal","unreal","unreal"
"4905","0","6",7,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"4906","0","4",7,"0","1","1",3,"unreal","unreal","unreal"
"4907","400","17",4,"1","2","2",3,"real","real","real"
"4908","400","5",1,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"4909","400","8",1,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"4910","100","5",4,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"4911","300","17",3,"1","2","2",3,"real","real","real"
"4912","300","3",1,"0","0","1",2,"unreal","unreal","unreal"
"4913","0","12",9,"1","0","1",2,"unreal","mix_realVision","mixed"
"4914","300","10",7,"1","1","0",2,"unreal","mix_realVision","mixed"
"4915","0","13",9,"1","1","1",3,"unreal","mix_realVision","mixed"
"4916","300","8",5,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"4917","200","2",6,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"4918","300","14",4,"1","2","1",3,"unreal","mix_realVision","mixed"
"4919","100","14",9,"1","2","1",3,"unreal","mix_realVision","mixed"
"4920","0","8",7,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"4921","100","15",9,"1","0","2",2,"real","real","real"
"4922","100","6",8,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"4923","200","9",8,"1","0","0",1,"real","real","real"
"4924","300","13",5,"1","1","1",3,"unreal","mix_realVision","mixed"
"4925","400","13",1,"1","1","1",3,"unreal","mix_realVision","mixed"
"4926","300","4",1,"0","1","1",3,"unreal","unreal","unreal"
"4927","100","16",7,"1","1","2",3,"unreal","mix_realVision","mixed"
"4928","100","9",9,"1","0","0",1,"real","real","real"
"4929","200","12",7,"1","0","1",2,"unreal","mix_realVision","mixed"
"4930","100","1",5,"0","1","0",2,"unreal","unreal","unreal"
"4931","100","4",6,"0","1","1",3,"unreal","unreal","unreal"
"4932","200","5",2,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"4933","400","16",2,"1","1","2",3,"unreal","mix_realVision","mixed"
"4934","100","13",8,"1","1","1",3,"unreal","mix_realVision","mixed"
"4935","200","17",8,"1","2","2",3,"real","real","real"
"4936","0","5",9,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"4937","200","8",7,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"4938","100","8",7,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"4939","300","16",6,"1","1","2",3,"unreal","mix_realVision","mixed"
"4940","400","1",1,"0","1","0",2,"unreal","unreal","unreal"
"4941","300","6",1,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"4942","200","1",1,"0","1","0",2,"unreal","unreal","unreal"
"4943","200","6",1,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"4944","100","7",2,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"4945","300","11",1,"1","2","0",2,"real","real","real"
"4946","400","7",1,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"4947","0","2",9,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"4948","0","15",9,"1","0","2",2,"real","real","real"
"4949","400","9",7,"1","0","0",1,"real","real","real"
"4950","400","3",1,"0","0","1",2,"unreal","unreal","unreal"
"4951","0","7",9,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"4952","200","10",7,"1","1","0",2,"unreal","mix_realVision","mixed"
"4953","0","10",9,"1","1","0",2,"unreal","mix_realVision","mixed"
"4954","400","10",7,"1","1","0",2,"unreal","mix_realVision","mixed"
"4955","300","13",7,"1","1","1",3,"unreal","mix_realVision","mixed"
"4956","400","17",4,"1","2","2",3,"real","real","real"
"4957","0","9",9,"1","0","0",1,"real","real","real"
"4958","0","11",9,"1","2","0",2,"real","real","real"
"4959","0","17",9,"1","2","2",3,"real","real","real"
"4960","200","3",2,"0","0","1",2,"unreal","unreal","unreal"
"4961","200","4",1,"0","1","1",3,"unreal","unreal","unreal"
"4962","100","6",6,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"4963","100","7",6,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"4964","100","5",7,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"4965","300","9",2,"1","0","0",1,"real","real","real"
"4966","400","5",1,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"4967","300","11",1,"1","2","0",2,"real","real","real"
"4968","300","17",1,"1","2","2",3,"real","real","real"
"4969","0","4",8,"0","1","1",3,"unreal","unreal","unreal"
"4970","400","11",1,"1","2","0",2,"real","real","real"
"4971","200","5",4,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"4972","0","16",9,"1","1","2",3,"unreal","mix_realVision","mixed"
"4973","300","2",2,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"4974","0","12",9,"1","0","1",2,"unreal","mix_realVision","mixed"
"4975","400","15",1,"1","0","2",2,"real","real","real"
"4976","200","12",4,"1","0","1",2,"unreal","mix_realVision","mixed"
"4977","400","7",1,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"4978","200","2",1,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"4979","100","8",7,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"4980","200","9",5,"1","0","0",1,"real","real","real"
"4981","200","17",4,"1","2","2",3,"real","real","real"
"4982","300","5",5,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"4983","200","16",7,"1","1","2",3,"unreal","mix_realVision","mixed"
"4984","300","10",7,"1","1","0",2,"unreal","mix_realVision","mixed"
"4985","100","2",7,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"4986","400","8",2,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"4987","300","0",1,"0","0","0",1,"unreal","unreal","unreal"
"4988","200","14",3,"1","2","1",3,"unreal","mix_realVision","mixed"
"4989","300","7",3,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"4990","100","15",9,"1","0","2",2,"real","real","real"
"4991","400","9",1,"1","0","0",1,"real","real","real"
"4992","200","8",1,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"4993","200","0",1,"0","0","0",1,"unreal","unreal","unreal"
"4994","300","16",2,"1","1","2",3,"unreal","mix_realVision","mixed"
"4995","400","2",1,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"4996","400","1",1,"0","1","0",2,"unreal","unreal","unreal"
"4997","300","12",2,"1","0","1",2,"unreal","mix_realVision","mixed"
"4998","100","17",9,"1","2","2",3,"real","real","real"
"4999","200","7",3,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"5000","0","14",9,"1","2","1",3,"unreal","mix_realVision","mixed"
"5001","200","13",7,"1","1","1",3,"unreal","mix_realVision","mixed"
"5002","100","0",7,"0","0","0",1,"unreal","unreal","unreal"
"5003","0","6",9,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"5004","100","12",8,"1","0","1",2,"unreal","mix_realVision","mixed"
"5005","100","1",8,"0","1","0",2,"unreal","unreal","unreal"
"5006","100","13",8,"1","1","1",3,"unreal","mix_realVision","mixed"
"5007","100","11",8,"1","2","0",2,"real","real","real"
"5008","300","8",2,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"5009","400","4",2,"0","1","1",3,"unreal","unreal","unreal"
"5010","0","13",9,"1","1","1",3,"unreal","mix_realVision","mixed"
"5011","0","5",8,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"5012","200","15",6,"1","0","2",2,"real","real","real"
"5013","0","2",7,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"5014","400","0",1,"0","0","0",1,"unreal","unreal","unreal"
"5015","300","6",1,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"5016","200","1",2,"0","1","0",2,"unreal","unreal","unreal"
"5017","100","4",6,"0","1","1",3,"unreal","unreal","unreal"
"5018","300","3",1,"0","0","1",2,"unreal","unreal","unreal"
"5019","200","6",3,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"5020","400","6",1,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"5021","400","13",1,"1","1","1",3,"unreal","mix_realVision","mixed"
"5022","400","14",2,"1","2","1",3,"unreal","mix_realVision","mixed"
"5023","0","3",8,"0","0","1",2,"unreal","unreal","unreal"
"5024","0","15",9,"1","0","2",2,"real","real","real"
"5025","300","4",3,"0","1","1",3,"unreal","unreal","unreal"
"5026","300","1",1,"0","1","0",2,"unreal","unreal","unreal"
"5027","400","3",2,"0","0","1",2,"unreal","unreal","unreal"
"5028","200","11",2,"1","2","0",2,"real","real","real"
"5029","300","14",2,"1","2","1",3,"unreal","mix_realVision","mixed"
"5030","100","16",8,"1","1","2",3,"unreal","mix_realVision","mixed"
"5031","100","10",9,"1","1","0",2,"unreal","mix_realVision","mixed"
"5032","0","1",8,"0","1","0",2,"unreal","unreal","unreal"
"5033","0","8",7,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"5034","100","14",9,"1","2","1",3,"unreal","mix_realVision","mixed"
"5035","100","9",8,"1","0","0",1,"real","real","real"
"5036","300","15",7,"1","0","2",2,"real","real","real"
"5037","0","0",8,"0","0","0",1,"unreal","unreal","unreal"
"5038","400","16",2,"1","1","2",3,"unreal","mix_realVision","mixed"
"5039","400","12",2,"1","0","1",2,"unreal","mix_realVision","mixed"
"5040","100","3",8,"0","0","1",2,"unreal","unreal","unreal"
"5041","100","5",6,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"5042","100","8",7,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"5043","200","2",3,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"5044","0","15",9,"1","0","2",2,"real","real","real"
"5045","300","7",5,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"5046","0","3",2,"0","0","1",2,"unreal","unreal","unreal"
"5047","300","4",4,"0","1","1",3,"unreal","unreal","unreal"
"5048","100","7",4,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"5049","200","1",3,"0","1","0",2,"unreal","unreal","unreal"
"5050","0","0",4,"0","0","0",1,"unreal","unreal","unreal"
"5051","400","10",7,"1","1","0",2,"unreal","mix_realVision","mixed"
"5052","0","9",9,"1","0","0",1,"real","real","real"
"5053","200","6",6,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"5054","0","1",1,"0","1","0",2,"unreal","unreal","unreal"
"5055","100","13",7,"1","1","1",3,"unreal","mix_realVision","mixed"
"5056","300","8",4,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"5057","0","16",9,"1","1","2",3,"unreal","mix_realVision","mixed"
"5058","100","4",2,"0","1","1",3,"unreal","unreal","unreal"
"5059","400","0",3,"0","0","0",1,"unreal","unreal","unreal"
"5060","200","12",7,"1","0","1",2,"unreal","mix_realVision","mixed"
"5061","400","7",4,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"5062","300","13",8,"1","1","1",3,"unreal","mix_realVision","mixed"
"5063","300","6",3,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"5064","0","5",4,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"5065","200","8",6,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"5066","300","12",8,"1","0","1",2,"unreal","mix_realVision","mixed"
"5067","100","10",7,"1","1","0",2,"unreal","mix_realVision","mixed"
"5068","400","17",8,"1","2","2",3,"real","real","real"
"5069","100","11",9,"1","2","0",2,"real","real","real"
"5070","0","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"5071","400","16",9,"1","1","2",3,"unreal","mix_realVision","mixed"
"5072","200","7",6,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"5073","200","9",7,"1","0","0",1,"real","real","real"
"5074","200","14",7,"1","2","1",3,"unreal","mix_realVision","mixed"
"5075","0","11",6,"1","2","0",2,"real","real","real"
"5076","400","5",3,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"5077","300","9",7,"1","0","0",1,"real","real","real"
"5078","300","1",2,"0","1","0",2,"unreal","unreal","unreal"
"5079","100","3",2,"0","0","1",2,"unreal","unreal","unreal"
"5080","400","11",7,"1","2","0",2,"real","real","real"
"5081","0","12",6,"1","0","1",2,"unreal","mix_realVision","mixed"
"5082","400","4",3,"0","1","1",3,"unreal","unreal","unreal"
"5083","200","11",7,"1","2","0",2,"real","real","real"
"5084","100","9",7,"1","0","0",1,"real","real","real"
"5085","300","10",6,"1","1","0",2,"unreal","mix_realVision","mixed"
"5086","0","13",8,"1","1","1",3,"unreal","mix_realVision","mixed"
"5087","100","6",3,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"5088","300","17",9,"1","2","2",3,"real","real","real"
"5089","100","0",1,"0","0","0",1,"unreal","unreal","unreal"
"5090","200","4",3,"0","1","1",3,"unreal","unreal","unreal"
"5091","400","8",3,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"5092","400","2",3,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"5093","300","3",2,"0","0","1",2,"unreal","unreal","unreal"
"5094","200","15",8,"1","0","2",2,"real","real","real"
"5095","100","17",9,"1","2","2",3,"real","real","real"
"5096","400","13",7,"1","1","1",3,"unreal","mix_realVision","mixed"
"5097","200","13",8,"1","1","1",3,"unreal","mix_realVision","mixed"
"5098","100","1",3,"0","1","0",2,"unreal","unreal","unreal"
"5099","400","1",2,"0","1","0",2,"unreal","unreal","unreal"
"5100","0","17",9,"1","2","2",3,"real","real","real"
"5101","200","17",9,"1","2","2",3,"real","real","real"
"5102","400","15",9,"1","0","2",2,"real","real","real"
"5103","100","14",8,"1","2","1",3,"unreal","mix_realVision","mixed"
"5104","300","14",8,"1","2","1",3,"unreal","mix_realVision","mixed"
"5105","200","3",3,"0","0","1",2,"unreal","unreal","unreal"
"5106","0","6",4,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"5107","100","15",9,"1","0","2",2,"real","real","real"
"5108","0","2",2,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"5109","0","4",3,"0","1","1",3,"unreal","unreal","unreal"
"5110","400","6",4,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"5111","200","10",6,"1","1","0",2,"unreal","mix_realVision","mixed"
"5112","300","2",3,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"5113","100","12",7,"1","0","1",2,"unreal","mix_realVision","mixed"
"5114","200","16",9,"1","1","2",3,"unreal","mix_realVision","mixed"
"5115","300","0",1,"0","0","0",1,"unreal","unreal","unreal"
"5116","300","5",2,"0","2","1",3,"unreal","mix_unrealVision","mixed"
