"","offset","condition","response","vision","vibration","audio","signals","realism","cueInfo","cueInfoBasic"
"422","100","13",6,"1","1","1",3,"unreal","mix_realVision","mixed"
"423","200","7",7,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"424","400","1",6,"0","1","0",2,"unreal","unreal","unreal"
"425","200","11",7,"1","2","0",2,"real","real","real"
"426","200","12",7,"1","0","1",2,"unreal","mix_realVision","mixed"
"427","0","11",8,"1","2","0",2,"real","real","real"
"428","300","6",2,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"429","300","9",8,"1","0","0",1,"real","real","real"
"430","100","7",2,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"431","400","9",7,"1","0","0",1,"real","real","real"
"432","200","14",8,"1","2","1",3,"unreal","mix_realVision","mixed"
"433","100","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"434","0","16",9,"1","1","2",3,"unreal","mix_realVision","mixed"
"435","100","5",7,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"436","400","6",4,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"437","100","8",5,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"438","300","17",6,"1","2","2",3,"real","real","real"
"439","300","12",6,"1","0","1",2,"unreal","mix_realVision","mixed"
"440","400","16",7,"1","1","2",3,"unreal","mix_realVision","mixed"
"441","200","16",6,"1","1","2",3,"unreal","mix_realVision","mixed"
"442","400","0",7,"0","0","0",1,"unreal","unreal","unreal"
"443","100","1",5,"0","1","0",2,"unreal","unreal","unreal"
"444","0","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"445","400","17",6,"1","2","2",3,"real","real","real"
"446","100","9",7,"1","0","0",1,"real","real","real"
"447","200","9",8,"1","0","0",1,"real","real","real"
"448","300","1",8,"0","1","0",2,"unreal","unreal","unreal"
"449","100","0",7,"0","0","0",1,"unreal","unreal","unreal"
"450","100","17",9,"1","2","2",3,"real","real","real"
"451","300","11",5,"1","2","0",2,"real","real","real"
"452","400","8",6,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"453","300","16",6,"1","1","2",3,"unreal","mix_realVision","mixed"
"454","400","12",5,"1","0","1",2,"unreal","mix_realVision","mixed"
"455","200","1",4,"0","1","0",2,"unreal","unreal","unreal"
"456","400","7",5,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"457","300","1",6,"0","1","0",2,"unreal","unreal","unreal"
"458","100","6",5,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"459","200","3",3,"0","0","1",2,"unreal","unreal","unreal"
"460","400","11",5,"1","2","0",2,"real","real","real"
"461","300","6",6,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"462","0","0",6,"0","0","0",1,"unreal","unreal","unreal"
"463","100","15",8,"1","0","2",2,"real","real","real"
"464","200","7",8,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"465","300","3",7,"0","0","1",2,"unreal","unreal","unreal"
"466","400","1",7,"0","1","0",2,"unreal","unreal","unreal"
"467","0","9",7,"1","0","0",1,"real","real","real"
"468","100","2",7,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"469","200","9",6,"1","0","0",1,"real","real","real"
"470","200","4",6,"0","1","1",3,"unreal","unreal","unreal"
"471","400","3",7,"0","0","1",2,"unreal","unreal","unreal"
"472","300","10",7,"1","1","0",2,"unreal","mix_realVision","mixed"
"473","300","7",7,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"474","200","13",5,"1","1","1",3,"unreal","mix_realVision","mixed"
"475","200","6",7,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"476","100","0",6,"0","0","0",1,"unreal","unreal","unreal"
"477","0","13",7,"1","1","1",3,"unreal","mix_realVision","mixed"
"478","200","2",5,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"479","400","4",5,"0","1","1",3,"unreal","unreal","unreal"
"480","100","11",7,"1","2","0",2,"real","real","real"
"481","400","2",6,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"482","0","1",4,"0","1","0",2,"unreal","unreal","unreal"
"483","400","0",4,"0","0","0",1,"unreal","unreal","unreal"
"484","100","9",6,"1","0","0",1,"real","real","real"
"485","400","5",3,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"486","400","13",6,"1","1","1",3,"unreal","mix_realVision","mixed"
"487","300","9",4,"1","0","0",1,"real","real","real"
"488","0","10",7,"1","1","0",2,"unreal","mix_realVision","mixed"
"489","400","9",5,"1","0","0",1,"real","real","real"
"490","200","14",6,"1","2","1",3,"unreal","mix_realVision","mixed"
"491","0","2",2,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"492","100","7",7,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"493","0","16",7,"1","1","2",3,"unreal","mix_realVision","mixed"
"494","0","7",7,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"495","0","3",8,"0","0","1",2,"unreal","unreal","unreal"
"496","400","15",7,"1","0","2",2,"real","real","real"
"497","200","11",8,"1","2","0",2,"real","real","real"
"498","100","1",5,"0","1","0",2,"unreal","unreal","unreal"
"499","400","17",8,"1","2","2",3,"real","real","real"
"500","300","8",6,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"501","300","15",9,"1","0","2",2,"real","real","real"
"502","400","6",7,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"503","400","16",7,"1","1","2",3,"unreal","mix_realVision","mixed"
"504","100","12",8,"1","0","1",2,"unreal","mix_realVision","mixed"
"505","0","5",7,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"506","100","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"507","300","4",7,"0","1","1",3,"unreal","unreal","unreal"
"508","0","12",8,"1","0","1",2,"unreal","mix_realVision","mixed"
"509","100","13",9,"1","1","1",3,"unreal","mix_realVision","mixed"
"510","300","2",4,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"511","300","12",5,"1","0","1",2,"unreal","mix_realVision","mixed"
"512","200","0",5,"0","0","0",1,"unreal","unreal","unreal"
"513","300","14",7,"1","2","1",3,"unreal","mix_realVision","mixed"
"514","200","17",8,"1","2","2",3,"real","real","real"
"515","200","15",8,"1","0","2",2,"real","real","real"
"516","200","5",6,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"517","0","15",9,"1","0","2",2,"real","real","real"
"518","100","4",6,"0","1","1",3,"unreal","unreal","unreal"
"519","400","10",3,"1","1","0",2,"unreal","mix_realVision","mixed"
"520","300","13",4,"1","1","1",3,"unreal","mix_realVision","mixed"
"521","200","8",8,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"522","100","16",9,"1","1","2",3,"unreal","mix_realVision","mixed"
"523","200","12",7,"1","0","1",2,"unreal","mix_realVision","mixed"
"524","0","17",8,"1","2","2",3,"real","real","real"
"525","0","8",8,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"526","0","4",6,"0","1","1",3,"unreal","unreal","unreal"
"527","300","5",7,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"528","200","10",6,"1","1","0",2,"unreal","mix_realVision","mixed"
"529","0","14",8,"1","2","1",3,"unreal","mix_realVision","mixed"
"530","200","16",8,"1","1","2",3,"unreal","mix_realVision","mixed"
"531","100","5",8,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"532","400","14",7,"1","2","1",3,"unreal","mix_realVision","mixed"
"533","0","11",7,"1","2","0",2,"real","real","real"
"534","100","8",8,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"535","100","3",6,"0","0","1",2,"unreal","unreal","unreal"
"536","300","17",7,"1","2","2",3,"real","real","real"
"537","0","6",8,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"538","100","14",7,"1","2","1",3,"unreal","mix_realVision","mixed"
"539","300","0",3,"0","0","0",1,"unreal","unreal","unreal"
"540","100","17",5,"1","2","2",3,"real","real","real"
"541","200","3",3,"0","0","1",2,"unreal","unreal","unreal"
"542","400","5",5,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"543","400","17",6,"1","2","2",3,"real","real","real"
"544","0","11",7,"1","2","0",2,"real","real","real"
"545","400","2",6,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"546","300","4",7,"0","1","1",3,"unreal","unreal","unreal"
"547","300","10",6,"1","1","0",2,"unreal","mix_realVision","mixed"
"548","100","5",7,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"549","0","6",8,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"550","0","9",7,"1","0","0",1,"real","real","real"
"551","200","15",8,"1","0","2",2,"real","real","real"
"552","0","3",7,"0","0","1",2,"unreal","unreal","unreal"
"553","0","4",6,"0","1","1",3,"unreal","unreal","unreal"
"554","100","7",8,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"555","300","7",7,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"556","100","3",6,"0","0","1",2,"unreal","unreal","unreal"
"557","300","12",8,"1","0","1",2,"unreal","mix_realVision","mixed"
"558","0","17",9,"1","2","2",3,"real","real","real"
"559","100","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"560","200","4",6,"0","1","1",3,"unreal","unreal","unreal"
"561","300","2",5,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"562","400","13",4,"1","1","1",3,"unreal","mix_realVision","mixed"
"563","100","9",4,"1","0","0",1,"real","real","real"
"564","300","15",6,"1","0","2",2,"real","real","real"
"565","100","11",5,"1","2","0",2,"real","real","real"
"566","300","3",2,"0","0","1",2,"unreal","unreal","unreal"
"567","100","13",5,"1","1","1",3,"unreal","mix_realVision","mixed"
"568","200","7",5,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"569","400","7",4,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"570","200","9",3,"1","0","0",1,"real","real","real"
"571","300","1",2,"0","1","0",2,"unreal","unreal","unreal"
"572","100","14",4,"1","2","1",3,"unreal","mix_realVision","mixed"
"573","0","5",7,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"574","100","6",7,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"575","400","8",6,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"576","300","11",2,"1","2","0",2,"real","real","real"
"577","0","2",2,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"578","400","16",7,"1","1","2",3,"unreal","mix_realVision","mixed"
"579","400","6",1,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"580","400","9",7,"1","0","0",1,"real","real","real"
"581","400","11",5,"1","2","0",2,"real","real","real"
"582","400","1",2,"0","1","0",2,"unreal","unreal","unreal"
"583","0","12",6,"1","0","1",2,"unreal","mix_realVision","mixed"
"584","200","0",6,"0","0","0",1,"unreal","unreal","unreal"
"585","200","8",5,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"586","100","8",3,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"587","200","12",6,"1","0","1",2,"unreal","mix_realVision","mixed"
"588","300","6",7,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"589","200","17",8,"1","2","2",3,"real","real","real"
"590","200","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"591","400","15",9,"1","0","2",2,"real","real","real"
"592","200","2",4,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"593","300","16",9,"1","1","2",3,"unreal","mix_realVision","mixed"
"594","300","9",8,"1","0","0",1,"real","real","real"
"595","0","8",5,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"596","0","0",8,"0","0","0",1,"unreal","unreal","unreal"
"597","300","14",6,"1","2","1",3,"unreal","mix_realVision","mixed"
"598","0","16",8,"1","1","2",3,"unreal","mix_realVision","mixed"
"599","400","14",8,"1","2","1",3,"unreal","mix_realVision","mixed"
"600","400","10",7,"1","1","0",2,"unreal","mix_realVision","mixed"
"601","200","11",7,"1","2","0",2,"real","real","real"
"602","100","12",6,"1","0","1",2,"unreal","mix_realVision","mixed"
"603","100","0",4,"0","0","0",1,"unreal","unreal","unreal"
"604","200","14",6,"1","2","1",3,"unreal","mix_realVision","mixed"
"605","300","5",5,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"606","0","1",4,"0","1","0",2,"unreal","unreal","unreal"
"607","100","2",3,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"608","0","15",9,"1","0","2",2,"real","real","real"
"609","0","7",8,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"610","0","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"611","100","16",9,"1","1","2",3,"unreal","mix_realVision","mixed"
"612","400","4",7,"0","1","1",3,"unreal","unreal","unreal"
"613","400","12",8,"1","0","1",2,"unreal","mix_realVision","mixed"
"614","400","0",7,"0","0","0",1,"unreal","unreal","unreal"
"615","100","15",9,"1","0","2",2,"real","real","real"
"616","300","0",8,"0","0","0",1,"unreal","unreal","unreal"
"617","200","13",8,"1","1","1",3,"unreal","mix_realVision","mixed"
"618","300","13",8,"1","1","1",3,"unreal","mix_realVision","mixed"
"619","0","13",9,"1","1","1",3,"unreal","mix_realVision","mixed"
"620","300","17",8,"1","2","2",3,"real","real","real"
"621","100","4",8,"0","1","1",3,"unreal","unreal","unreal"
"622","200","5",7,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"623","200","6",7,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"624","200","1",6,"0","1","0",2,"unreal","unreal","unreal"
"625","0","14",8,"1","2","1",3,"unreal","mix_realVision","mixed"
"626","200","16",9,"1","1","2",3,"unreal","mix_realVision","mixed"
"627","300","8",7,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"628","400","3",6,"0","0","1",2,"unreal","unreal","unreal"
"629","100","17",9,"1","2","2",3,"real","real","real"
"630","100","1",7,"0","1","0",2,"unreal","unreal","unreal"
"631","400","11",8,"1","2","0",2,"real","real","real"
"632","200","3",7,"0","0","1",2,"unreal","unreal","unreal"
"633","200","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"634","300","0",8,"0","0","0",1,"unreal","unreal","unreal"
"635","100","17",9,"1","2","2",3,"real","real","real"
"636","100","2",8,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"637","100","14",7,"1","2","1",3,"unreal","mix_realVision","mixed"
"638","400","14",8,"1","2","1",3,"unreal","mix_realVision","mixed"
"639","300","8",8,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"640","200","4",8,"0","1","1",3,"unreal","unreal","unreal"
"641","300","1",5,"0","1","0",2,"unreal","unreal","unreal"
"642","0","5",4,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"643","200","8",6,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"644","300","11",7,"1","2","0",2,"real","real","real"
"645","300","10",7,"1","1","0",2,"unreal","mix_realVision","mixed"
"646","100","4",6,"0","1","1",3,"unreal","unreal","unreal"
"647","300","12",8,"1","0","1",2,"unreal","mix_realVision","mixed"
"648","0","4",5,"0","1","1",3,"unreal","unreal","unreal"
"649","400","6",6,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"650","100","16",9,"1","1","2",3,"unreal","mix_realVision","mixed"
"651","300","4",6,"0","1","1",3,"unreal","unreal","unreal"
"652","0","14",9,"1","2","1",3,"unreal","mix_realVision","mixed"
"653","0","0",8,"0","0","0",1,"unreal","unreal","unreal"
"654","200","17",9,"1","2","2",3,"real","real","real"
"655","200","1",7,"0","1","0",2,"unreal","unreal","unreal"
"656","100","11",6,"1","2","0",2,"real","real","real"
"657","400","3",2,"0","0","1",2,"unreal","unreal","unreal"
"658","200","2",3,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"659","100","7",4,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"660","100","15",9,"1","0","2",2,"real","real","real"
"661","400","8",8,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"662","300","5",8,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"663","100","12",8,"1","0","1",2,"unreal","mix_realVision","mixed"
"664","300","3",7,"0","0","1",2,"unreal","unreal","unreal"
"665","300","17",5,"1","2","2",3,"real","real","real"
"666","0","1",6,"0","1","0",2,"unreal","unreal","unreal"
"667","400","4",4,"0","1","1",3,"unreal","unreal","unreal"
"668","200","14",8,"1","2","1",3,"unreal","mix_realVision","mixed"
"669","300","2",7,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"670","100","0",4,"0","0","0",1,"unreal","unreal","unreal"
"671","200","6",6,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"672","300","13",8,"1","1","1",3,"unreal","mix_realVision","mixed"
"673","400","7",8,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"674","200","12",7,"1","0","1",2,"unreal","mix_realVision","mixed"
"675","100","9",5,"1","0","0",1,"real","real","real"
"676","200","7",4,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"677","0","12",5,"1","0","1",2,"unreal","mix_realVision","mixed"
"678","400","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"679","200","11",9,"1","2","0",2,"real","real","real"
"680","0","6",7,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"681","200","9",8,"1","0","0",1,"real","real","real"
"682","200","13",8,"1","1","1",3,"unreal","mix_realVision","mixed"
"683","0","13",8,"1","1","1",3,"unreal","mix_realVision","mixed"
"684","100","13",8,"1","1","1",3,"unreal","mix_realVision","mixed"
"685","400","0",8,"0","0","0",1,"unreal","unreal","unreal"
"686","100","3",4,"0","0","1",2,"unreal","unreal","unreal"
"687","0","15",9,"1","0","2",2,"real","real","real"
"688","0","11",8,"1","2","0",2,"real","real","real"
"689","400","1",6,"0","1","0",2,"unreal","unreal","unreal"
"690","400","15",9,"1","0","2",2,"real","real","real"
"691","0","3",7,"0","0","1",2,"unreal","unreal","unreal"
"692","100","8",4,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"693","0","16",9,"1","1","2",3,"unreal","mix_realVision","mixed"
"694","400","17",2,"1","2","2",3,"real","real","real"
"695","300","6",5,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"696","400","13",6,"1","1","1",3,"unreal","mix_realVision","mixed"
"697","300","14",6,"1","2","1",3,"unreal","mix_realVision","mixed"
"698","0","2",7,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"699","400","12",7,"1","0","1",2,"unreal","mix_realVision","mixed"
"700","400","5",8,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"701","0","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"702","200","16",9,"1","1","2",3,"unreal","mix_realVision","mixed"
"703","300","7",8,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"704","0","7",8,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"705","100","6",7,"0","0","2",2,"unreal","mix_unrealVision","mixed"
"706","100","5",8,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"707","400","9",8,"1","0","0",1,"real","real","real"
"708","0","8",7,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"709","400","2",4,"0","2","0",2,"unreal","mix_unrealVision","mixed"
"710","0","17",8,"1","2","2",3,"real","real","real"
"711","0","9",8,"1","0","0",1,"real","real","real"
"712","300","16",7,"1","1","2",3,"unreal","mix_realVision","mixed"
"713","100","1",6,"0","1","0",2,"unreal","unreal","unreal"
"714","100","10",8,"1","1","0",2,"unreal","mix_realVision","mixed"
"715","300","9",8,"1","0","0",1,"real","real","real"
"716","300","15",9,"1","0","2",2,"real","real","real"
"717","200","5",2,"0","2","1",3,"unreal","mix_unrealVision","mixed"
"718","400","16",2,"1","1","2",3,"unreal","mix_realVision","mixed"
"719","200","15",9,"1","0","2",2,"real","real","real"
"720","200","0",4,"0","0","0",1,"unreal","unreal","unreal"
"721","0","8",9,"0","2","2",3,"unreal","mix_unrealVision","mixed"
"722","200","7",1,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"723","400","7",1,"0","1","2",3,"unreal","mix_unrealVision","mixed"
"724","300","2",1,"0","2","0",2,"unreal","mix_unrealVision","mixed"
